"","index","input_gene","ortholog_gene"
"AUH",878,"AUH","AUH"
"STXBP5",879,"STXBP5","STXBP5"
"SUPT5H",881,"SUPT5H","SUPT5H"
"SEC11C",882,"SEC11C","SEC11C"
"SAE1",884,"SAE1","SAE1"
"ZNF583",887,"ZNF583","ZNF583"
"ANXA1",888,"ANXA1","ANXA1"
"EZR",889,"EZR","EZR"
"SCAF1",891,"SCAF1","SCAF1"
"RRAS",892,"RRAS","RRAS"
"ME2",893,"ME2","ME2"
"GPATCH1",894,"GPATCH1","GPATCH1"
"ZC3H4",895,"ZC3H4","ZC3H4"
"RSPH3",896,"RSPH3","RSPH3"
"ZNF444",898,"ZNF444","ZNF444"
"TMEM160",899,"TMEM160","TMEM160"
"PLEKHG2",900,"PLEKHG2","PLEKHG2"
"RHPN2",902,"RHPN2","RHPN2"
"TAGAP",903,"TAGAP","TAGAP"
"PRR12",904,"PRR12","PRR12"
"ALDH1A1",905,"ALDH1A1","ALDH1A1"
"ZNF787",906,"ZNF787","ZNF787"
"SYK",907,"SYK","SYK"
"SASH1",909,"SASH1","SASH1"
"ZFP36",910,"ZFP36","ZFP36"
"MC5R",911,"MC5R","MC5R"
"PLGRKT",912,"PLGRKT","PLGRKT"
"FAAP24",913,"FAAP24","FAAP24"
"ZNF229",914,"ZNF229","ZNF229"
"MED29",915,"MED29","MED29"
"CD274",916,"CD274","CD274"
"PDCD1LG2",917,"PDCD1LG2","PDCD1LG2"
"PAF1",918,"PAF1","PAF1"
"RIC1",919,"RIC1","RIC1"
"UST",920,"UST","UST"
"SOD2",921,"SOD2","SOD2"
"CEP89",922,"CEP89","CEP89"
"SAMD4B",923,"SAMD4B","SAMD4B"
"ZNF235",924,"ZNF235","ZNF112"
"MALT1",925,"MALT1","MALT1"
"NOSIP",926,"NOSIP","NOSIP"
"RCN3",927,"RCN3","RCN3"
"GADD45G",929,"GADD45G","GADD45G"
"ALPK2",930,"ALPK2","ALPK2"
"ERMP1",931,"ERMP1","ERMP1"
"TAB2",932,"TAB2","TAB2"
"AP2S1",933,"AP2S1","AP2S1"
"FCGRT",934,"FCGRT","FCGRT"
"EPN1",935,"EPN1","EPN1"
"ZNF226",937,"ZNF226","ZNF226"
"TDRD12",938,"TDRD12","TDRD12"
"SEMA4D",939,"SEMA4D","SEMA4D"
"NEDD4L",940,"NEDD4L","NEDD4L"
"HPN",941,"HPN","HPN"
"ANKRD27",944,"ANKRD27","ANKRD27"
"GMFG",945,"GMFG","GMFG"
"PDCD5",946,"PDCD5","PDCD5"
"ZC3H12D",947,"ZC3H12D","ZC3H12D"
"RPL13A",949,"RPL13A","RPL13A"
"LATS1",950,"LATS1","LATS1"
"FAM210A",952,"FAM210A","FAM210A"
"U2AF2",953,"U2AF2","U2AF2"
"SPTLC1",954,"SPTLC1","SPTLC1"
"SCN1B",955,"SCN1B","SCN1B"
"DPY19L3",956,"DPY19L3","DPY19L3"
"SLC1A5",957,"SLC1A5","SLC1A5"
"FLT3LG",958,"FLT3LG","FLT3LG"
"LDLRAD4",959,"LDLRAD4","LDLRAD4"
"CCDC106",960,"CCDC106","CCDC106"
"ZNF45",961,"ZNF45","ZNF45"
"ACAT2",962,"ACAT2","ACAT2"
"LRFN1",963,"LRFN1","LRFN1"
"SECISBP2",964,"SECISBP2","SECISBP2"
"PPIL4",965,"PPIL4","PPIL4"
"TCP1",966,"TCP1","TCP1"
"ZNF507",967,"ZNF507","ZNF507"
"ZNF404",968,"ZNF404","ZNF404"
"GINM1",970,"GINM1","GINM1"
"ALDH16A1",971,"ALDH16A1","ALDH16A1"
"KATNA1",972,"KATNA1","KATNA1"
"ZNF580",973,"ZNF580","ZNF580"
"MRPL18",975,"MRPL18","MRPL18"
"ZNF784",976,"ZNF784","ZNF784"
"ZNF536",977,"ZNF536","ZNF536"
"ZNF865",978,"ZNF865","ZNF865"
"GRAMD1A",979,"GRAMD1A","GRAMD1A"
"NUP43",980,"NUP43","NUP43"
"FIZ1",981,"FIZ1","FIZ1"
"ZNF579",982,"ZNF579","ZNF579"
"KCNN4",983,"KCNN4","KCNN4"
"URI1",984,"URI1","URI1"
"SPIN1",985,"SPIN1","SPIN1"
"SMG9",986,"SMG9","SMG9"
"STX7",987,"STX7","STX7"
"ZNF792",988,"ZNF792","ZNF792"
"PCMT1",989,"PCMT1","PCMT1"
"CDK20",990,"CDK20","CDK20"
"PIH1D1",991,"PIH1D1","PIH1D1"
"ETHE1",992,"ETHE1","ETHE1"
"NCCRP1",993,"NCCRP1","NCCRP1"
"IGF2R",994,"IGF2R","IGF2R"
"ZNF599",995,"ZNF599","ZNF599"
"STRN4",996,"STRN4","STRN4"
"SSC5D",998,"SSC5D","SSC5D"
"CADM4",999,"CADM4","CADM4"
"ZNF428",1001,"ZNF428","ZNF428"
"NAT14",1002,"NAT14","NAT14"
"ZNF576",1004,"ZNF576","ZNF576"
"ZNF628",1005,"ZNF628","ZNF628"
"IRGQ",1006,"IRGQ","IRGQ"
"ISOC2",1007,"ISOC2","ISOC2"
"KASH5",1008,"KASH5","KASH5"
"PDCD2L",1010,"PDCD2L","PDCD2L"
"CCNE1",1011,"CCNE1","CCNE1"
"XRCC1",1013,"XRCC1","XRCC1"
"C1H19orf12",1014,"C1H19orf12","C19orf12"
"RPL28",1015,"RPL28","RPL28"
"PRKD2",1016,"PRKD2","PRKD2"
"PLEKHF1",1017,"PLEKHF1","PLEKHF1"
"ZNF575",1018,"ZNF575","ZNF575"
"POP4",1019,"POP4","POP4"
"SLC18B1",1020,"SLC18B1","SLC18B1"
"GARRE1",1021,"GARRE1","GARRE1"
"LRP11",1022,"LRP11","LRP11"
"SNRNP70",1023,"SNRNP70","SNRNP70"
"ZNF169",1024,"ZNF169","ZNF169"
"PHLDB3",1025,"PHLDB3","PHLDB3"
"TEAD2",1026,"TEAD2","TEAD2"
"PTPDC1",1027,"PTPDC1","PTPDC1"
"CD177",1028,"CD177","CD177"
"UQCRFS1",1031,"UQCRFS1","UQCRFS1"
"MAP3K4",1033,"MAP3K4","MAP3K4"
"PHF2",1034,"PHF2","PHF2"
"FAM120A",1035,"FAM120A","FAM120A"
"CD37",1037,"CD37","CD37"
"FBXO27",1038,"FBXO27","FBXO27"
"LSM14A",1039,"LSM14A","LSM14A"
"DACT3",1040,"DACT3","DACT3"
"LIPE",1041,"LIPE","LIPE"
"GNG8",1042,"GNG8","GNG8"
"NINJ1",1043,"NINJ1","NINJ1"
"CARD19",1044,"CARD19","CARD19"
"CALM3",1045,"CALM3","CALM3"
"PLEKHG1",1046,"PLEKHG1","PLEKHG1"
"SUSD3",1047,"SUSD3","SUSD3"
"TBPL1",1048,"TBPL1","TBPL1"
"AGPAT4",1049,"AGPAT4","AGPAT4"
"PAFAH1B3",1050,"PAFAH1B3","PAFAH1B3"
"FGD3",1051,"FGD3","FGD3"
"SGK1",1052,"SGK1","SGK1"
"PRKN",1053,"PRKN","PRKN"
"MRPS12",1054,"MRPS12","MRPS12"
"BICD2",1055,"BICD2","BICD2"
"MTHFD1L",1056,"MTHFD1L","MTHFD1L"
"PRR19",1058,"PRR19","PRR19"
"TRPM4",1059,"TRPM4","TRPM4"
"CIC",1060,"CIC","CIC"
"AKAP12",1061,"AKAP12","AKAP12"
"PPP5C",1062,"PPP5C","PPP5C"
"IPPK",1063,"IPPK","IPPK"
"CENPP",1064,"CENPP","CENPP"
"ZBTB2",1065,"ZBTB2","ZBTB2"
"PEPD",1066,"PEPD","PEPD"
"RMND1",1067,"RMND1","RMND1"
"HBS1L",1069,"HBS1L","HBS1L"
"NFKBIB",1070,"NFKBIB","NFKBIB"
"ARMT1",1071,"ARMT1","ARMT1"
"HRC",1072,"HRC","HRC"
"SIRT2",1073,"SIRT2","SIRT2"
"CCDC170",1074,"CCDC170","CCDC170"
"ECM2",1075,"ECM2","ECM2"
"ESR1",1076,"ESR1","ESR1"
"CEBPG",1077,"CEBPG","CEBPG"
"ASPN",1078,"ASPN","ASPN"
"LIN7B",1079,"LIN7B","LIN7B"
"NOL8",1081,"NOL8","NOL8"
"RUVBL2",1083,"RUVBL2","RUVBL2"
"GYS1",1084,"GYS1","GYS1"
"BAX",1086,"BAX","BAX"
"GSK3A",1088,"GSK3A","GSK3A"
"IARS1",1089,"IARS1","IARS1"
"DHDH",1090,"DHDH","DHDH"
"SYNE1",1091,"SYNE1","SYNE1"
"PGLYRP1",1092,"PGLYRP1","PGLYRP1"
"CCDC61",1093,"CCDC61","CCDC61"
"RINL",1094,"RINL","RINL"
"HNRNPL",1095,"HNRNPL","HNRNPL"
"ZNF484",1096,"ZNF484","ZNF484"
"ERF",1097,"ERF","ERF"
"MFSD14B",1098,"MFSD14B","MFSD14B"
"ZNF526",1099,"ZNF526","ZNF526"
"DEDD2",1100,"DEDD2","DEDD2"
"IRF2BP1",1102,"IRF2BP1","IRF2BP1"
"NUCB1",1103,"NUCB1","NUCB1"
"TULP2",1105,"TULP2","TULP2"
"PPP1R15A",1107,"PPP1R15A","PPP1R15A"
"ACTN4",1109,"ACTN4","ACTN4"
"DMWD",1111,"DMWD","DMWD"
"EIF3K",1115,"EIF3K","EIF3K"
"SIX5",1118,"SIX5","SIX5"
"MYCT1",1119,"MYCT1","MYCT1"
"PLEKHA4",1120,"PLEKHA4","PLEKHA4"
"MZF1",1121,"MZF1","MZF1"
"FBXO46",1122,"FBXO46","FBXO46"
"QPCTL",1123,"QPCTL","QPCTL"
"QKI",1124,"QKI","QKI"
"POU2F2",1125,"POU2F2","POU2F2"
"HSD17B14",1126,"HSD17B14","NTN5"
"FBXO5",1128,"FBXO5","FBXO5"
"SNRPD2",1129,"SNRPD2","SNRPD2"
"UBE2M",1130,"UBE2M","UBE2M"
"MTRF1L",1131,"MTRF1L","MTRF1L"
"CHMP2A",1132,"CHMP2A","CHMP2A"
"EML2",1133,"EML2","EML2"
"SFT2D1",1134,"SFT2D1","SFT2D1"
"ZBTB45",1135,"ZBTB45","SLC27A5"
"VASP",1137,"VASP","VASP"
"RPS6KA2",1139,"RPS6KA2","RPS6KA2"
"PPM1N",1140,"PPM1N","PPM1N"
"RTN2",1141,"RTN2","RTN2"
"FOSB",1142,"FOSB","FOSB"
"RASGRP4",1144,"RASGRP4","RASGRP4"
"RABAC1",1145,"RABAC1","RABAC1"
"RGS17",1149,"RGS17","RGS17"
"PSMD8",1150,"PSMD8","PSMD8"
"BCAT2",1151,"BCAT2","BCAT2"
"CEP43",1152,"CEP43","CEP43"
"ERCC1",1153,"ERCC1","ERCC1"
"ZNF584",1155,"ZNF584","ZNF584"
"CATSPERG",1156,"CATSPERG","CATSPERG"
"POLR1G",1157,"POLR1G","POLR1G"
"PPP1R13L",1158,"PPP1R13L","PPP1R13L"
"ERCC2",1160,"ERCC2","ERCC2"
"RASIP1",1161,"RASIP1","RASIP1"
"KCNK6",1162,"KCNK6","KCNK6"
"MAMSTR",1163,"MAMSTR","MAMSTR"
"YIF1B",1164,"YIF1B","YIF1B"
"CCR6",1166,"CCR6","CCR6"
"CA11",1167,"CA11","CA11"
"DBP",1169,"DBP","DBP"
"KLC3",1170,"KLC3","KLC3"
"SPINT2",1171,"SPINT2","SPINT2"
"SCAF8",1172,"SCAF8","SCAF8"
"SPHK2",1173,"SPHK2","SPHK2"
"PPP1R14A",1174,"PPP1R14A","PPP1R14A"
"MARK4",1175,"MARK4","MARK4"
"AFDN",1179,"AFDN","AFDN"
"ERICH4",1180,"ERICH4","ERICH4"
"DMAC2",1181,"DMAC2","DMAC2"
"EXOC3L2",1183,"EXOC3L2","EXOC3L2"
"BLOC1S3",1184,"BLOC1S3","BLOC1S3"
"SULT2B1",1185,"SULT2B1","SULT2B1"
"TRAPPC6A",1186,"TRAPPC6A","TRAPPC6A"
"CYTH2",1187,"CYTH2","CYTH2"
"TIAM2",1188,"TIAM2","TIAM2"
"EXOSC5",1189,"EXOSC5","EXOSC5"
"GRWD1",1190,"GRWD1","GRWD1"
"PPP1R37",1191,"PPP1R37","PPP1R37"
"TFB1M",1192,"TFB1M","TFB1M"
"TGFB1",1193,"TGFB1","TGFB1"
"ZNF296",1194,"ZNF296","ZNF296"
"CLASRP",1196,"CLASRP","CLASRP"
"SYNGR4",1197,"SYNGR4","SYNGR4"
"TMEM143",1198,"TMEM143","TMEM143"
"SIPA1L3",1199,"SIPA1L3","SIPA1L3"
"CCDC97",1200,"CCDC97","CCDC97"
"HNRNPUL1",1201,"HNRNPUL1","HNRNPUL1"
"RELB",1202,"RELB","RELB"
"ARID1B",1203,"ARID1B","ARID1B"
"TMEM242",1206,"TMEM242","TMEM242"
"ZDHHC14",1208,"ZDHHC14","ZDHHC14"
"ZNF383",1209,"ZNF383","ZNF383"
"CLPTM1",1211,"CLPTM1","CLPTM1"
"EMP3",1212,"EMP3","EMP3"
"SNX9",1213,"SNX9","SNX9"
"ODAD1",1214,"ODAD1","ODAD1"
"ZNF569",1216,"ZNF569","ZNF569"
"SYNJ2",1218,"SYNJ2","SYNJ2"
"ZSWIM9",1220,"ZSWIM9","ZSWIM9"
"APOC4",1221,"APOC4","APOC4"
"APOC1",1222,"APOC1","APOC1"
"APOE",1223,"APOE","APOE"
"TOMM40",1224,"TOMM40","TOMM40"
"NECTIN2",1225,"NECTIN2","NECTIN2"
"BCAM",1226,"BCAM","BCAM"
"SERAC1",1227,"SERAC1","SERAC1"
"CBLC",1228,"CBLC","CBLC"
"BCL3",1229,"BCL3","BCL3"
"CEACAM16",1231,"CEACAM16","CEACAM16"
"GTF2H5",1233,"GTF2H5","GTF2H5"
"EGLN2",1234,"EGLN2","EGLN2"
"RAB4B",1235,"RAB4B","RAB4B"
"ITPKC",1238,"ITPKC","ITPKC"
"COQ8B",1239,"COQ8B","NUMBL"
"TULP4",1244,"TULP4","TULP4"
"ZNF790",1245,"ZNF790","ZNF790"
"LIG1",1246,"LIG1","LIG1"
"CABP5",1247,"CABP5","CABP5"
"TMEM181",1248,"TMEM181","TMEM181"
"DYNLT1",1249,"DYNLT1","DYNLT1"
"LETM1",1251,"LETM1","LETM1"
"VCAN",1252,"VCAN","VCAN"
"CHD1",1253,"CHD1","CHD1"
"RIOK2",1255,"RIOK2","RIOK2"
"XRCC4",1256,"XRCC4","XRCC4"
"LIX1",1257,"LIX1","LIX1"
"LNPEP",1259,"LNPEP","LNPEP"
"TMEM167A",1260,"TMEM167A","TMEM167A"
"ATG10",1262,"ATG10","ATG10"
"SSBP2",1264,"SSBP2","SSBP2"
"TACC3",1265,"TACC3","TACC3"
"ERAP1",1266,"ERAP1","ERAP1"
"TMEM129",1267,"TMEM129","TMEM129"
"SLBP",1268,"SLBP","SLBP"
"CAST",1269,"CAST","CAST"
"FAM53A",1270,"FAM53A","FAM53A"
"ZCCHC9",1271,"ZCCHC9","ZCCHC9"
"UVSSA",1272,"UVSSA","UVSSA"
"CKMT2",1273,"CKMT2","CKMT2"
"MAEA",1274,"MAEA","MAEA"
"RASGRF2",1275,"RASGRF2","RASGRF2"
"ELL2",1276,"ELL2","ELL2"
"MSH3",1278,"MSH3","MSH3"
"FAM184B",1279,"FAM184B","FAM184B"
"MED28",1280,"MED28","MED28"
"LAP3",1283,"LAP3","LAP3"
"ANKRD34B",1284,"ANKRD34B","ANKRD34B"
"FAM151B",1285,"FAM151B","FAM151B"
"ZFYVE16",1286,"ZFYVE16","ZFYVE16"
"SERINC5",1287,"SERINC5","SERINC5"
"THBS4",1289,"THBS4","THBS4"
"GLRX",1290,"GLRX","GLRX"
"MTX3",1291,"MTX3","MTX3"
"QDPR",1292,"QDPR","QDPR"
"RFESD",1293,"RFESD","RFESD"
"ARSK",1294,"ARSK","ARSK"
"TTC37",1295,"TTC37","SKIC3"
"TENT2",1296,"TENT2","TENT2"
"TAPT1",1297,"TAPT1","TAPT1"
"MCTP1",1298,"MCTP1","MCTP1"
"HOMER1",1299,"HOMER1","HOMER1"
"PROM1",1300,"PROM1","PROM1"
"JMY",1301,"JMY","JMY"
"ARSB",1302,"ARSB","ARSB"
"CD38",1303,"CD38","CD38"
"FBXL5",1304,"FBXL5","FBXL5"
"SCAMP1",1305,"SCAMP1","SCAMP1"
"SLF1",1307,"SLF1","SLF1"
"AP3B1",1308,"AP3B1","AP3B1"
"CC2D2A",1310,"CC2D2A","CC2D2A"
"KIAA0825",1312,"KIAA0825","KIAA0825"
"FAM172A",1313,"FAM172A","FAM172A"
"TBCA",1314,"TBCA","TBCA"
"WDR41",1315,"WDR41","WDR41"
"AGGF1",1316,"AGGF1","AGGF1"
"CPEB2",1317,"CPEB2","CPEB2"
"ARRDC3",1318,"ARRDC3","ARRDC3"
"F2R",1320,"F2R","F2R"
"IQGAP2",1321,"IQGAP2","IQGAP2"
"POC5",1322,"POC5","POC5"
"REEP5",1323,"REEP5","REEP5"
"SRP19",1325,"SRP19","SRP19"
"LYSMD3",1326,"LYSMD3","LYSMD3"
"APC",1328,"APC","APC"
"POLK",1329,"POLK","POLK"
"MBLAC2",1330,"MBLAC2","MBLAC2"
"CETN3",1331,"CETN3","CETN3"
"MEF2C",1332,"MEF2C","MEF2C"
"CERT1",1333,"CERT1","CERT1"
"TMEM161B",1335,"TMEM161B","TMEM161B"
"CCNH",1336,"CCNH","CCNH"
"EPB41L4A",1337,"EPB41L4A","EPB41L4A"
"BOD1L1",1338,"BOD1L1","BOD1L1"
"RASA1",1339,"RASA1","RASA1"
"EDIL3",1342,"EDIL3","EDIL3"
"HMGCR",1343,"HMGCR","HMGCR"
"DHX15",1345,"DHX15","DHX15"
"STARD4",1346,"STARD4","STARD4"
"CLNK",1347,"CLNK","CLNK"
"GCNT4",1348,"GCNT4","GCNT4"
"CAMK4",1349,"CAMK4","CAMK4"
"WDR36",1350,"WDR36","WDR36"
"TSLP",1351,"TSLP","TSLP"
"SLC25A46",1352,"SLC25A46","SLC25A46"
"TMEM232",1353,"TMEM232","TMEM232"
"ZNF518B",1354,"ZNF518B","ZNF518B"
"ADGRA3",1355,"ADGRA3","ADGRA3"
"WDR1",1356,"WDR1","WDR1"
"MAN2A1",1357,"MAN2A1","MAN2A1"
"N4BP2",1358,"N4BP2","N4BP2"
"SLC2A9",1359,"SLC2A9","SLC2A9"
"PDS5A",1361,"PDS5A","PDS5A"
"UBE2K",1363,"UBE2K","UBE2K"
"TMEM128",1364,"TMEM128","TMEM128"
"ZBTB49",1365,"ZBTB49","ZBTB49"
"PACRGL",1366,"PACRGL","PACRGL"
"UGDH",1367,"UGDH","UGDH"
"LYAR",1368,"LYAR","LYAR"
"PJA2",1369,"PJA2","PJA2"
"NSG1",1370,"NSG1","NSG1"
"STX18",1371,"STX18","STX18"
"LIAS",1372,"LIAS","LIAS"
"FER",1373,"FER","FER"
"KLB",1376,"KLB","KLB"
"FBXL17",1377,"FBXL17","FBXL17"
"RFC1",1378,"RFC1","RFC1"
"LCORL",1379,"LCORL","LCORL"
"TLNRD1",1382,"TLNRD1","TLNRD1"
"MESD",1383,"MESD","MESD"
"WDR19",1384,"WDR19","WDR19"
"NCAPG",1385,"NCAPG","NCAPG"
"KLHL5",1387,"KLHL5","KLHL5"
"DCAF16",1389,"DCAF16","DCAF16"
"CTBP1",1390,"CTBP1","CTBP1"
"NUDT12",1392,"NUDT12","NUDT12"
"DET1",1393,"DET1","DET1"
"LRRK1",1394,"LRRK1","LRRK1"
"TMEM156",1395,"TMEM156","TMEM156"
"IDUA",1396,"IDUA","IDUA"
"FAM114A1",1397,"FAM114A1","FAM114A1"
"HERC2",1399,"HERC2","HERC2"
"TLR1",1400,"TLR1","TLR1"
"AEN",1401,"AEN","AEN"
"ZFAND6",1402,"ZFAND6","ZFAND6"
"DGKQ",1404,"DGKQ","DGKQ"
"ISG20",1405,"ISG20","ISG20"
"OTUB1",1406,"OTUB1","OTUB1"
"TMEM175",1407,"TMEM175","TMEM175"
"PPIP5K2",1408,"PPIP5K2","PPIP5K2"
"ASB7",1409,"ASB7","ASB7"
"LINS1",1410,"LINS1","LINS1"
"GAK",1411,"GAK","GAK"
"KLF3",1412,"KLF3","KLF3"
"ACAN",1413,"ACAN","ACAN"
"JAKMIP1",1414,"JAKMIP1","JAKMIP1"
"TBC1D1",1415,"TBC1D1","TBC1D1"
"BCL2A1",1416,"BCL2A1","BCL2A1"
"GIN1",1418,"GIN1","GIN1"
"PAM",1420,"PAM","PAM"
"LYSMD4",1421,"LYSMD4","LYSMD4"
"TMED3",1422,"TMED3","TMED3"
"MEF2A",1423,"MEF2A","MEF2A"
"ANKRD34C",1424,"ANKRD34C","ANKRD34C"
"NIPA1",1425,"NIPA1","NIPA1"
"PGM2",1426,"PGM2","PGM2"
"NIPA2",1427,"NIPA2","NIPA2"
"RELL1",1428,"RELL1","RELL1"
"UCHL1",1429,"UCHL1","UCHL1"
"CYFIP1",1431,"CYFIP1","CYFIP1"
"APBB2",1432,"APBB2","APBB2"
"TUBGCP5",1433,"TUBGCP5","TUBGCP5"
"SLCO4C1",1434,"SLCO4C1","SLCO4C1"
"DTHD1",1435,"DTHD1","DTHD1"
"OCA2",1436,"OCA2","OCA2"
"RBM47",1440,"RBM47","RBM47"
"ARAP2",1441,"ARAP2","ARAP2"
"PCGF3",1442,"PCGF3","PCGF3"
"RHOH",1443,"RHOH","RHOH"
"SLC49A3",1444,"SLC49A3","SLC49A3"
"MYL5",1445,"MYL5","MYL5"
"CTSH",1446,"CTSH","CTSH"
"IGF1R",1447,"IGF1R","IGF1R"
"MORF4L1",1448,"MORF4L1","MORF4L1"
"STIM2",1449,"STIM2","STIM2"
"TBC1D19",1452,"TBC1D19","TBC1D19"
"PIGG",1453,"PIGG","PIGG"
"ABHD2",1454,"ABHD2","ABHD2"
"PGPEP1L",1455,"PGPEP1L","PGPEP1L"
"RLBP1",1457,"RLBP1","RLBP1"
"RBPJ",1458,"RBPJ","RBPJ"
"ST8SIA4",1460,"ST8SIA4","ST8SIA4"
"ATP10A",1461,"ATP10A","ATP10A"
"FANCI",1462,"FANCI","FANCI"
"ARRDC4",1463,"ARRDC4","ARRDC4"
"FAM174A",1464,"FAM174A","FAM174A"
"ADAMTS7",1465,"ADAMTS7","ADAMTS7"
"UBE3A",1467,"UBE3A","UBE3A"
"POLG",1470,"POLG","POLG"
"SMIM20",1471,"SMIM20","SMIM20"
"MCTP2",1472,"MCTP2","MCTP2"
"SEL1L3",1473,"SEL1L3","SEL1L3"
"TICRR",1475,"TICRR","TICRR"
"KIF7",1476,"KIF7","KIF7"
"PLIN1",1477,"PLIN1","PLIN1"
"PEX11A",1478,"PEX11A","PEX11A"
"CHD2",1479,"CHD2","CHD2"
"ANAPC4",1480,"ANAPC4","ANAPC4"
"MESP1",1481,"MESP1","MESP1"
"ANPEP",1483,"ANPEP","ANPEP"
"ZCCHC4",1484,"ZCCHC4","ZCCHC4"
"PI4K2B",1485,"PI4K2B","PI4K2B"
"AP3S2",1486,"AP3S2","AP3S2"
"SEPSECS",1487,"SEPSECS","SEPSECS"
"MTMR10",1488,"MTMR10","MTMR10"
"FAN1",1490,"FAN1","FAN1"
"ARPIN",1491,"ARPIN","ARPIN"
"CCDC149",1492,"CCDC149","CCDC149"
"ZNF710",1493,"ZNF710","ZNF710"
"MPHOSPH10",1494,"MPHOSPH10","MPHOSPH10"
"MCEE",1495,"MCEE","MCEE"
"IDH2",1496,"IDH2","IDH2"
"SLCO3A1",1497,"SLCO3A1","SLCO3A1"
"FAM189A1",1498,"FAM189A1","ENTREP2"
"SEMA4B",1500,"SEMA4B","SEMA4B"
"AKAP13",1501,"AKAP13","AKAP13"
"TJP1",1502,"TJP1","TJP1"
"CIB1",1503,"CIB1","CIB1"
"GDPGP1",1504,"GDPGP1","GDPGP1"
"NGRN",1505,"NGRN","NGRN"
"KLHL25",1506,"KLHL25","KLHL25"
"TBC1D2B",1507,"TBC1D2B","TBC1D2B"
"VPS33B",1508,"VPS33B","VPS33B"
"TARS3",1509,"TARS3","TARS3"
"IDH3A",1510,"IDH3A","IDH3A"
"PRC1",1511,"PRC1","PRC1"
"MRPL46",1512,"MRPL46","MRPL46"
"TM2D3",1513,"TM2D3","TM2D3"
"MRPS11",1514,"MRPS11","MRPS11"
"DNAJA4",1515,"DNAJA4","DNAJA4"
"WDR61",1516,"WDR61","SKIC8"
"PCSK6",1517,"PCSK6","PCSK6"
"SNRPA1",1518,"SNRPA1","SNRPA1"
"SELENOS",1519,"SELENOS","SELENOS"
"UNC45A",1520,"UNC45A","UNC45A"
"HDDC3",1522,"HDDC3","HDDC3"
"S100P",1523,"S100P","S100P"
"BLOC1S4",1524,"BLOC1S4","BLOC1S4"
"MAN2A2",1525,"MAN2A2","MAN2A2"
"KIAA0232",1526,"KIAA0232","KIAA0232"
"CHSY1",1527,"CHSY1","CHSY1"
"FES",1528,"FES","FES"
"FURIN",1530,"FURIN","FURIN"
"BLM",1531,"BLM","BLM"
"CRTC3",1533,"CRTC3","CRTC3"
"TADA2B",1534,"TADA2B","TADA2B"
"GRPEL1",1535,"GRPEL1","GRPEL1"
"IQGAP1",1536,"IQGAP1","IQGAP1"
"SORCS2",1537,"SORCS2","SORCS2"
"AFAP1",1538,"AFAP1","AFAP1"
"ZNF774",1539,"ZNF774","ZNF774"
"ABLIM2",1540,"ABLIM2","ABLIM2"
"SH3TC1",1541,"SH3TC1","SH3TC1"
"ZSCAN2",1542,"ZSCAN2","ZSCAN2"
"ACOX3",1544,"ACOX3","ACOX3"
"WDR73",1546,"WDR73","WDR73"
"NMB",1547,"NMB","NMB"
"TRMT44",1548,"TRMT44","TRMT44"
"SEC11A",1549,"SEC11A","SEC11A"
"ZNF592",1550,"ZNF592","ZNF592"
"PDE8A",1551,"PDE8A","PDE8A"
"LRPAP1",1553,"LRPAP1","LRPAP1"
"AP3B2",1555,"AP3B2","AP3B2"
"FSD2",1556,"FSD2","FSD2"
"WHAMM",1557,"WHAMM","WHAMM"
"HOMER2",1558,"HOMER2","HOMER2"
"BTBD1",1561,"BTBD1","BTBD1"
"TM6SF1",1562,"TM6SF1","TM6SF1"
"NOP14",1566,"NOP14","NOP14"
"MFSD10",1567,"MFSD10","MFSD10"
"SAXO2",1568,"SAXO2","SAXO2"
"ADD1",1569,"ADD1","ADD1"
"EFL1",1570,"EFL1","EFL1"
"STARD5",1571,"STARD5","STARD5"
"IL16",1572,"IL16","IL16"
"FAM193A",1573,"FAM193A","FAM193A"
"RNF4",1574,"RNF4","RNF4"
"ZFYVE28",1575,"ZFYVE28","ZFYVE28"
"MXD4",1576,"MXD4","MXD4"
"POLN",1578,"POLN","POLN"
"NELFA",1580,"NELFA","NELFA"
"NSD2",1581,"NSD2","NSD2"
"SRPRA",1583,"SRPRA","SRPRA"
"SIK3",1584,"SIK3","SIK3"
"FOXRED1",1585,"FOXRED1","FOXRED1"
"APOA1",1586,"APOA1","APOA1"
"FAM118B",1587,"FAM118B","FAM118B"
"RPUSD4",1588,"RPUSD4","RPUSD4"
"ZPR1",1589,"ZPR1","ZPR1"
"BUD13",1590,"BUD13","BUD13"
"DDX25",1591,"DDX25","DDX25"
"PUS3",1592,"PUS3","PUS3"
"HYLS1",1593,"HYLS1","HYLS1"
"CADM1",1594,"CADM1","CADM1"
"CHEK1",1596,"CHEK1","CHEK1"
"STT3A",1597,"STT3A","STT3A"
"EI24",1598,"EI24","EI24"
"TMEM218",1599,"TMEM218","TMEM218"
"SLC37A2",1600,"SLC37A2","SLC37A2"
"REXO2",1601,"REXO2","REXO2"
"C5H11orf71",1603,"C5H11orf71","C11orf71"
"CCDC15",1604,"CCDC15","CCDC15"
"ZBTB16",1606,"ZBTB16","ZBTB16"
"HTR3B",1607,"HTR3B","HTR3B"
"MSANTD2",1608,"MSANTD2","MSANTD2"
"USP28",1609,"USP28","USP28"
"TP53",1610,"TP53","TP53"
"ESAM",1611,"ESAM","ESAM"
