gene,U_statistic_MWU,p_value_MWU,FDR,hbMonocytes,htMonocytes,fold_change
PMVK,691504.5,0.156002632,0.167171411,0.069477858,0.071365734,1.011324826
PNISR,904747,1.6754E-56,9.27565E-55,0.616992827,0.251556234,0.488339805
PNKD,754999,1.08085E-12,3.6229E-12,0.147797162,0.12098001,0.890551928
PNKP,759823.5,1.03746E-18,6.99101E-18,0.126755163,0.051763804,0.665186798
PNLIPRP1,702920,0.001055581,0.001330063,0.033776777,0.036453183,1.020430379
PNN,721297.5,6.87913E-06,1.0551E-05,0.124410119,0.11006495,0.935275603
PNP,565768.5,7.14201E-28,1.06409E-26,0.043014934,0.356131872,3.232730528
PNPLA2,782739.5,4.46964E-20,3.45105E-19,0.151554766,0.093752357,0.767655873
PNPLA3,707656.5,2.81501E-06,4.49442E-06,0.033770095,0.022039163,0.910447234
PNPLA6,700632,0.03443849,0.038624383,0.075324575,0.101170005,1.149785933
PNPLA8,573028.5,3.3402E-19,2.36705E-18,0.10517817,0.432424163,2.61680645
PNPO,681118,0.971629121,0.973527419,0.026369537,0.068806934,1.343361119
PNPT1,809717,4.01417E-27,5.65233E-26,0.196005315,0.125935706,0.761042029
PNRC1,449104,5.47578E-50,2.4143E-48,0.418279051,1.552071208,3.199387538
PNRC2,713501.5,0.008386174,0.009849914,0.268403536,0.292440092,1.065740457
POC1B,734304,2.88487E-11,8.19777E-11,0.069877922,0.050152277,0.881954784
POFUT1,730762.5,8.57032E-11,2.29926E-10,0.066559045,0.034775751,0.805943344
POFUT2,692037,0.023331021,0.026499297,0.027225968,0.022244418,0.959971635
POGK,725172,7.62204E-09,1.61912E-08,0.058553995,0.04282541,0.899032395
POGLUT1,718570,2.59668E-08,5.18166E-08,0.050816879,0.024453399,0.821918209
POGZ,768136.5,5.68261E-14,2.24813E-13,0.179641265,0.146210923,0.879254343
POLB,704990.5,0.000756951,0.000964905,0.042634843,0.044884896,1.016087966
POLD3,715501.5,7.92768E-10,1.891E-09,0.043408174,0.018408583,0.822234873
POLD4,725465,3.91602E-09,8.5902E-09,0.049932291,0.0432666,0.954703482
POLDIP2,705180,0.000175311,0.000236433,0.037155513,0.029964109,0.946484581
POLDIP3,730734,1.95E-09,4.43218E-09,0.083502522,0.055475961,0.844923263
POLE,733115.5,4.34198E-11,1.21158E-10,0.066173882,0.034605867,0.806803417
POLE3,741100.5,1.29047E-12,4.27697E-12,0.105720116,0.059079518,0.770180697
POLE4,744158,2.86496E-11,8.14833E-11,0.111913871,0.062435797,0.763419472
POLG,705579,0.00098867,0.001248684,0.054119584,0.064249315,1.066931781
POLG2,703822,2.22182E-06,3.58791E-06,0.037149683,0.013479014,0.823845155
POLH,717119,2.57374E-11,7.35009E-11,0.029487069,0.011226607,0.855889579
POLH-AS1,705263,6.16144E-05,8.65088E-05,0.034747088,0.029495256,0.960204837
POLI,706693.5,1.79525E-07,3.26849E-07,0.024628787,0.015264452,0.923150758
POLK,804142.5,7.49402E-27,1.03577E-25,0.241173365,0.09651353,0.572515561
POLL,714068,2.18638E-07,3.94301E-07,0.048754462,0.031077607,0.878908232
POLM,740868.5,1.8843E-14,7.90723E-14,0.086818861,0.051617884,0.808735446
POLN,727489,8.75728E-13,2.9701E-12,0.040008112,0.01506409,0.818235508
POLR1A,717721,1.07794E-06,1.80193E-06,0.046148073,0.047179748,1.007195758
POLR1C,804816,2.68422E-24,3.04838E-23,0.224072223,0.128467025,0.702439578
POLR1D,785347,7.12987E-18,4.41382E-17,0.223677696,0.160768352,0.803961025
POLR2A,720707,0.000942685,0.001191987,0.160865284,0.21992086,1.228817923
POLR2B,773365.5,4.85528E-21,4.16094E-20,0.134359083,0.066053251,0.705048941
POLR2C,743263,7.38294E-14,2.87527E-13,0.078486737,0.045182713,0.81046165
POLR2D,754495.5,9.06148E-15,3.9701E-14,0.11282743,0.073786295,0.81413582
POLR2E,735515,4.45055E-06,6.96422E-06,0.17438916,0.176615483,1.008196651
POLR2F,796352,2.34528E-21,2.08888E-20,0.206165043,0.160463394,0.849363155
POLR2G,732082.5,1.02347E-08,2.14006E-08,0.089946848,0.062546006,0.853605599
POLR2H,705785.5,6.93796E-05,9.70339E-05,0.0366228,0.028135024,0.936586146
POLR2I,704018,0.000206978,0.000277261,0.048853822,0.031283247,0.879718145
POLR2J,762329.5,3.88355E-14,1.56888E-13,0.14987995,0.114024572,0.854897903
POLR2J3,858024,2.56917E-48,1.06983E-46,0.276092007,0.099246348,0.526284961
POLR2J4,733685,3.9776E-13,1.41348E-12,0.064593772,0.026679501,0.765698504
POLR2K,714909,4.84136E-05,6.8657E-05,0.067446492,0.058789048,0.947425817
POLR2L,729194,6.01399E-05,8.45238E-05,0.170230549,0.18610325,1.059347166
POLR2M,723404,6.21934E-09,1.33424E-08,0.069619119,0.03661436,0.802181515
POLR3A,740220,1.01281E-17,6.16436E-17,0.053450465,0.016111331,0.752187595
POLR3C,735344.5,1.54788E-13,5.81665E-13,0.056328968,0.027165233,0.810074434
POLR3D,708419,3.50163E-07,6.15771E-07,0.036218581,0.016655776,0.853399671
POLR3E,684277,0.613483243,0.627720332,0.030906688,0.055411763,1.191249836
POLR3GL,725614.5,1.18205E-10,3.11463E-10,0.063295219,0.025241222,0.76293262
POLR3K,723602,6.62084E-11,1.80105E-10,0.064634244,0.033165566,0.805579415
POM121,731997,2.60957E-09,5.83604E-09,0.077035061,0.047081605,0.828110147
POM121C,702176,0.0004423,0.000576712,0.028880229,0.025425147,0.97260149
POMGNT1,778220.5,3.31479E-24,3.73403E-23,0.117535784,0.049708425,0.684171824
POMP,625420.5,1.93036E-05,2.84217E-05,0.210170656,0.416373376,1.670806595
POP4,745944,1.43923E-12,4.75386E-12,0.144885471,0.074143881,0.707812196
POP5,698345.5,0.001846193,0.002275975,0.023081803,0.01769026,0.955184882
POP7,706716.5,4.09334E-09,8.95499E-09,0.028947348,0.010748269,0.855759631
POR,654326,0.010653827,0.012405829,0.088574721,0.171478065,1.446198483
POT1,689795,0.037658519,0.042114611,0.032187903,0.022571837,0.925694426
POT1-AS1,714561.5,2.40536E-07,4.31001E-07,0.041497227,0.018542579,0.83452742
POTEE,744740.5,8.35228E-13,2.83867E-12,0.091913,0.053141414,0.795008503
POU2F1,716428,5.4186E-05,7.6509E-05,0.107274947,0.077820111,0.855966207
POU2F2,1095816,2.2807E-168,7.9369E-166,1.93985802,0.283072688,0.186687191
POU5F2,713148.5,2.46487E-05,3.59116E-05,0.055087853,0.061867024,1.044508338
POU6F1,708918.5,2.4836E-07,4.44448E-07,0.025550014,0.015706755,0.919826554
PPA1,694718.5,0.204241444,0.21674239,0.102454223,0.187703771,1.426933491
PPA2,716623.5,0.000164628,0.000222519,0.095812657,0.1114596,1.08105663
PPARA,749555,6.6699E-16,3.33119E-15,0.085494987,0.033652857,0.716274811
PPARD,670158,0.335539876,0.350091076,0.097783099,0.188077835,1.463031807
PPARGC1B,749504.5,4.26155E-19,2.98953E-18,0.07089099,0.029863954,0.755959266
PPCS,783945,1.11848E-25,1.43025E-24,0.152965138,0.074020717,0.68446171
PPDPF,819249,7.63526E-27,1.0538E-25,0.298688576,0.185008747,0.712866721
PPFIA1,777200,3.76816E-14,1.52479E-13,0.250781304,0.191331184,0.829169185
PPFIBP2,697685,0.002113063,0.002591527,0.02372111,0.023125699,0.995077037
PPHLN1,771860,1.27949E-17,7.7102E-17,0.183539343,0.116455304,0.761065988
PPIA,619702.5,0.000124336,0.000170016,0.907501463,1.351292672,1.44170372
PPIAL4G,734187.5,4.30603E-13,1.51802E-12,0.061094752,0.031907733,0.815644577
PPIB,711408.5,0.008226388,0.009678571,0.181103373,0.192878596,1.042307013
PPID,693269.5,0.110049752,0.119293001,0.045601393,0.076741353,1.218027367
PPIE,719261.5,2.6848E-08,5.34547E-08,0.044716171,0.042755198,0.986184563
PPIF,268281,1.4049E-182,7.2048E-180,0.075016191,3.037371608,18.19892585
PPIG,752136.5,1.22506E-10,3.21751E-10,0.202206861,0.13734024,0.783367334
PPIH,686717,0.262943805,0.276806875,0.022694654,0.023591919,1.007482243
PPIL2,728131,7.55715E-12,2.30692E-11,0.055414381,0.020891134,0.773824081
PPIL3,710309,6.9136E-06,1.06022E-05,0.044045399,0.033270211,0.923726246
PPIL4,673596.5,0.30407557,0.318524227,0.036409916,0.095432662,1.441673137
PPIP5K2,705993.5,0.00066775,0.000853878,0.066431977,0.047131768,0.882068801
PPM1A,727474.5,8.85317E-09,1.866E-08,0.091179801,0.053431224,0.799640611
PPM1B,766770,2.8618E-16,1.4968E-15,0.178043411,0.097827929,0.70859127
PPM1D,682264.5,0.825128527,0.834030329,0.032811045,0.050400179,1.135264012
PPM1F,786964,2.76446E-21,2.43332E-20,0.185039944,0.121231295,0.773940208
PPM1G,778818.5,4.96083E-19,3.45274E-18,0.171351205,0.108353399,0.765437464
PPM1K,742142,2.13955E-15,1.00568E-14,0.070923861,0.034420428,0.782909419
PPM1L,709089,1.54843E-07,2.84035E-07,0.032766797,0.012038203,0.840538637
PPM1M,763486.5,3.49631E-17,2.00873E-16,0.136949311,0.077102068,0.744432417
PPP1CA,810759.5,5.82809E-23,5.92168E-22,0.340642001,0.231946562,0.751761253
PPP1CB,478869,1.41266E-43,5.04211E-42,0.254487794,1.059524561,3.28890689
PPP1CC,782120,6.35035E-18,3.95385E-17,0.20703423,0.142279628,0.787172597
PPP1R10,685267,0.611161367,0.625728177,0.057157563,0.161462405,1.675627842
PPP1R11,742823.5,5.76515E-08,1.10647E-07,0.231137904,0.208207458,0.930167266
PPP1R12A,785582.5,8.61119E-20,6.45938E-19,0.200452558,0.120475164,0.731328352
PPP1R12A-AS1,727852.5,5.20361E-11,1.43475E-10,0.056702179,0.028401907,0.816144504
PPP1R12B,721589,5.67197E-10,1.37731E-09,0.052392248,0.025947945,0.823253098
PPP1R12C,706049,0.000789442,0.001005139,0.057492319,0.053345872,0.973199768
PPP1R13L,742921,8.7014E-12,2.63394E-11,0.080678626,0.058583162,0.875800611
PPP1R14B,684964,0.559842565,0.575251076,0.033854413,0.059091283,1.192531836
PPP1R15A,469392,1.11625E-63,7.34916E-62,0.0732759,0.737109885,4.893444591
PPP1R15B,595676.5,2.09062E-14,8.70929E-14,0.105266696,0.326213904,2.091144591
PPP1R18,811833.5,1.22998E-18,8.24273E-18,0.816645645,0.563611999,0.723118609
PPP1R2,772761,4.28324E-15,1.94211E-14,0.193542076,0.13720253,0.80623791
PPP1R21,713108,1.46575E-08,3.01504E-08,0.054588729,0.0254473,0.808044243
PPP1R35,706990,5.48043E-06,8.50068E-06,0.03169786,0.024435858,0.943671524
PPP1R37,734653,1.03197E-15,5.0127E-15,0.066907787,0.023829955,0.737542053
PPP1R3B,700937.5,0.06403354,0.070502013,0.132343157,0.161004901,1.124850949
PPP1R3D,724390,4.41083E-15,1.99624E-14,0.063975811,0.008675823,0.656948693
PPP1R7,731860.5,2.62865E-08,5.24332E-08,0.088936887,0.079023113,0.946746355
PPP1R8,708417,7.82769E-06,1.19344E-05,0.048981442,0.030780393,0.87551091
PPP1R9B,811867,1.19959E-40,3.68733E-39,0.162298849,0.042792555,0.539516274
PPP2CA,701442.5,0.127583628,0.137656392,0.280579089,0.382667535,1.270215635
PPP2CB,687039,0.481873811,0.497391781,0.059411956,0.102996662,1.278253852
PPP2R1A,764958.5,1.34499E-11,3.97863E-11,0.237915299,0.181600658,0.831966731
PPP2R1B,689573.5,0.221373835,0.234409684,0.046772752,0.052782869,1.041737705
PPP2R2A,710716.5,0.003378603,0.004086026,0.127016171,0.154768346,1.123760648
PPP2R2D,684882,0.544468147,0.560162351,0.034967775,0.064892776,1.226374759
PPP2R3A,723914.5,1.51249E-11,4.44441E-11,0.034757492,0.024645121,0.923380691
PPP2R3B,712389,2.23507E-07,4.02487E-07,0.033356403,0.018471312,0.886008703
PPP2R3C,722103.5,3.80781E-08,7.44447E-08,0.061523735,0.040192445,0.8656282
PPP2R5A,800319.5,1.62469E-34,3.66458E-33,0.153236861,0.045204809,0.568667845
PPP2R5C,761085.5,8.89277E-10,2.10881E-09,0.273884801,0.254392043,0.947474352
PPP2R5E,749146,1.09593E-13,4.17628E-13,0.110559349,0.06950773,0.802431167
PPP3CA,728672.5,8.89739E-06,1.34978E-05,0.145517599,0.135703781,0.959571016
PPP3CB,723726.5,2.90442E-09,6.46576E-09,0.058044934,0.036855068,0.863528444
PPP3CB-AS1,748949,2.52161E-18,1.63804E-17,0.07164618,0.032169213,0.766229639
PPP3CC,690922,0.021359011,0.024316182,0.030566529,0.016893328,0.893003461
PPP3R1,742071.5,3.551E-09,7.81589E-09,0.148974819,0.110155279,0.842324767
PPP4C,749111.5,1.71741E-09,3.92735E-09,0.170819965,0.128896078,0.843593553
PPP4R1,717405,7.41829E-07,1.26062E-06,0.06514856,0.050156747,0.907670587
PPP4R2,708760,0.000936846,0.001185074,0.070537631,0.095342084,1.147854873
PPP4R3A,656722.5,0.026698159,0.030193461,0.118226198,0.245214434,1.589407312
PPP4R3B,747785.5,1.85497E-12,6.05927E-12,0.122809304,0.078700687,0.799537114
PPP5C,709847,1.93087E-06,3.13679E-06,0.03012321,0.022887164,0.94317885
PPP6C,755502.5,3.93826E-13,1.40155E-12,0.175428715,0.11191175,0.767041232
PPP6R1,737270.5,2.46522E-07,4.4132E-07,0.148493643,0.120485234,0.886014095
PPP6R2,709527.5,1.69644E-05,2.51027E-05,0.042574087,0.039549915,0.978367654
PPP6R3,715372.5,4.53417E-05,6.44414E-05,0.084373124,0.078616891,0.968302275
PPRC1,681522,0.876109491,0.882448923,0.011634835,0.031052759,1.178376242
PPT1,736394,0.000336591,0.000443028,0.709644709,0.743469953,1.041921593
PPTC7,746263.5,6.82577E-13,2.34191E-12,0.109107985,0.078517015,0.85173946
PPWD1,709498,8.68983E-08,1.63494E-07,0.026568857,0.018541923,0.935158621
PQBP1,707731,0.001289721,0.001612606,0.064881252,0.060445093,0.972634174
PQLC1,698450,0.063811584,0.070265576,0.092774438,0.114876701,1.116328329
PQLC2,711792,1.64081E-07,3.00302E-07,0.027932837,0.015005404,0.896710574
PQLC3,768712,8.51819E-16,4.18986E-15,0.161038703,0.120444657,0.842819105
PRADC1,692706.5,0.009247917,0.010825528,0.031661364,0.015796082,0.876904432
PRAM1,882632,2.00384E-54,1.02227E-52,0.399283635,0.130957209,0.459572987
PRCC,698853.5,0.001761888,0.002174521,0.031882163,0.025820499,0.953049192
PRCP,673874,0.570436389,0.585395701,0.239713977,0.346817849,1.317873644
PRDM1,651613,5.52383E-06,8.56527E-06,0.016352366,0.095344689,1.695496389
PRDM15,791406,6.47179E-21,5.46457E-20,0.17501509,0.140448254,0.8730279
PRDM2,712595.5,0.000655103,0.000838477,0.10355203,0.092692588,0.945912798
PRDM4,698388,0.000561606,0.000723656,0.026889901,0.01738881,0.92344894
PRDM8,665808,0.00021772,0.000291011,0.004251029,0.051688019,1.467472073
PRDX1,694788,0.289125752,0.303353217,0.223312977,0.338450741,1.359202156
PRDX2,703835.5,0.001925376,0.002370892,0.062471426,0.062177956,0.998162318
PRDX3,778417.5,2.21427E-17,1.30289E-16,0.199899292,0.126289337,0.752258319
PRDX5,709250.5,0.00012095,0.000165571,0.05625268,0.039553594,0.891195017
PRDX6,715017,0.001826702,0.002253087,0.179425567,0.174888405,0.98359964
PREB,714846.5,8.10906E-08,1.5307E-07,0.049757177,0.02962058,0.8629993
PRELID1,758945.5,2.98761E-07,5.29777E-07,0.859274623,0.746755442,0.882363533
PRELID2,731430.5,5.9497E-05,8.36563E-05,0.188543504,0.222248107,1.117943922
PRELID3B,696528,0.016121465,0.018517925,0.049814892,0.049307117,0.996546674
PRELP,723519,1.25862E-12,4.17853E-12,0.041217345,0.012995031,0.79614323
PREP,716138.5,1.88351E-06,3.06342E-06,0.072084761,0.043980871,0.834008578
PREPL,732414.5,6.47475E-16,3.23704E-15,0.058118333,0.016288839,0.730727934
PREX1,759562,3.11505E-09,6.91098E-09,0.305535545,0.247579327,0.856102376
PRICKLE2,733271,8.17375E-15,3.59896E-14,0.052602266,0.018472514,0.772205289
PRIM2,690337.5,0.026065662,0.029502127,0.022391493,0.017852458,0.962053288
PRKAA1,765461,9.98076E-18,6.08208E-17,0.148528685,0.080593757,0.72356444
PRKAB1,699056,0.00014452,0.000196566,0.026777436,0.015215466,0.906759785
PRKACA,869447,1.5953E-40,4.82751E-39,0.504166864,0.252522868,0.581563691
PRKACB,709274,5.72756E-06,8.85722E-06,0.042423046,0.038510543,0.971983023
PRKAG1,737370,2.36866E-11,6.79228E-11,0.101826838,0.059341284,0.786559853
PRKAG2,724000,2.0979E-06,3.39736E-06,0.117473173,0.078887992,0.820281354
PRKAG2-AS1,693561,0.037363513,0.041789493,0.042601996,0.054811238,1.087317065
PRKAR1A,749503.5,5.0427E-06,7.84295E-06,0.563201723,0.575563654,1.018718109
PRKAR2A,740728,3.38688E-06,5.36439E-06,0.243794492,0.24501073,1.003566482
PRKCA,709549,0.000651477,0.000834494,0.05787492,0.089730888,1.205390593
PRKCB,864589.5,1.58596E-34,3.58552E-33,0.758867465,0.490785939,0.686854302
PRKCD,883447,1.63864E-56,9.12393E-55,0.398358557,0.135274113,0.469141604
PRKCE,691155.5,0.091775074,0.099928073,0.030270915,0.036809193,1.05128244
PRKCH,669939.5,0.076046804,0.083221031,0.024497476,0.073029256,1.398709982
PRKCI,720071.5,6.77739E-07,1.15655E-06,0.072516204,0.072334806,0.998931322
PRKCSH,757343,1.67247E-12,5.4852E-12,0.133146187,0.1045373,0.8758137
PRKD2,714403,3.78436E-09,8.3145E-09,0.035568237,0.012664295,0.827521167
PRKD3,719067,6.11593E-08,1.1708E-07,0.06283382,0.032779286,0.812227647
PRKDC,693007,0.143284299,0.154101789,0.072869248,0.107829747,1.205536607
PRKN,742850.5,9.59854E-14,3.67932E-13,0.069787434,0.038932751,0.815254652
PRKRA,699360,0.002607061,0.003176591,0.032398999,0.030140153,0.982573801
PRKRIP1,695544,0.003655535,0.004413274,0.026840575,0.023911419,0.976390176
PRKX,779451.5,2.54353E-21,2.25516E-20,0.180625306,0.098442362,0.704218133
PRMT1,700256.5,0.010756504,0.012520771,0.041445574,0.047549953,1.044020869
PRMT2,807057.5,2.61327E-30,4.5471E-29,0.22607996,0.093883361,0.591108067
PRMT9,549641,1.23296E-45,4.72992E-44,0.015921426,0.292184698,3.441653915
PRNCR1,774181,1.25492E-29,2.10102E-28,0.077602488,0.014117166,0.63686779
PRNP,548328.5,2.84291E-27,4.06177E-26,0.106635386,0.486997855,2.865803101
PROCR,737340,1.85672E-11,5.39252E-11,0.075870001,0.044573409,0.819193644
PROK2,690256,0.171092631,0.182718829,0.043274907,0.113814678,1.502064438
PROSER1,705350,4.31852E-05,6.1511E-05,0.030190311,0.024871443,0.958255507
PROSER3,757301,2.27184E-18,1.47874E-17,0.093918397,0.044911976,0.743613738
PRPF18,697663.5,0.006473784,0.007672167,0.042436313,0.033646526,0.937063344
PRPF19,718597.5,4.86568E-07,8.42417E-07,0.058515182,0.043607994,0.904281399
PRPF3,700859,0.00475481,0.005696652,0.050341413,0.053534476,1.021638211
PRPF31,702305,0.001066328,0.001342937,0.037860105,0.027187766,0.920995172
PRPF38A,718805,0.000194354,0.000260996,0.107957923,0.114321436,1.031013925
PRPF38B,765963,4.19606E-13,1.48247E-12,0.261623433,0.176317251,0.76227765
PRPF4,682651.5,0.787139475,0.797617205,0.034960342,0.049448493,1.109605211
PRPF40A,748631.5,2.60104E-08,5.18929E-08,0.264130566,0.210830257,0.852498804
PRPF4B,742969,1.05284E-11,3.14787E-11,0.099468687,0.078071033,0.891213054
PRPF6,704865.5,0.001462281,0.00181787,0.068675383,0.049446522,0.884093605
PRPF8,774161.5,4.8109E-14,1.91727E-13,0.198637585,0.166920983,0.892799381
PRPS1,689257,0.188461,0.200695518,0.03569446,0.049595169,1.104580309
PRPS2,691467.5,0.079755375,0.087181554,0.046731092,0.052110395,1.037367784
PRPSAP1,770240.5,1.97348E-21,1.76743E-20,0.116878572,0.054345891,0.707931928
PRPSAP2,725720.5,1.39846E-11,4.12301E-11,0.0538326,0.023466515,0.798976154
PRR11,749274.5,1.35974E-11,4.01738E-11,0.1177779,0.100707967,0.920605864
PRR13,802502,4.89705E-17,2.76299E-16,0.547738113,0.432496139,0.821319925
PRR14,731358,4.58445E-11,1.27376E-10,0.081140046,0.038569151,0.761326521
PRR14L,732755.5,5.59859E-14,2.21939E-13,0.069221596,0.029939236,0.763993549
PRR29-AS1,714791,4.17469E-09,9.12476E-09,0.033320907,0.014170854,0.853307377
PRR3,726204,3.53957E-08,6.95074E-08,0.072324041,0.046208278,0.845968841
PRR34,724786.5,9.43845E-10,2.2317E-09,0.050650419,0.036154184,0.901969639
PRR34-AS1,699546.5,0.000330219,0.000435171,0.022806467,0.016907527,0.950854862
PRR5,709771,2.99846E-06,4.77168E-06,0.031872445,0.035812341,1.03051889
PRRC1,719072,8.63857E-09,1.82511E-08,0.061550109,0.035574766,0.836401185
PRRC2A,742980.5,3.82527E-13,1.36383E-12,0.086302315,0.045440451,0.777352116
PRRC2B,744553.5,2.44889E-12,7.91846E-12,0.10519759,0.058530233,0.769455252
PRRC2C,712116,0.032944194,0.036995301,0.643488549,0.700040384,1.076347829
PRRG4,758915.5,1.97197E-18,1.28786E-17,0.109245494,0.052119219,0.723319283
PRRT3,720696,1.80461E-08,3.66412E-08,0.048515658,0.031553134,0.88361121
PRSS23,718698,4.30779E-10,1.06025E-09,0.036425071,0.017713319,0.859993955
PRSS27,766516,2.9967E-15,1.38585E-14,0.14529401,0.102522867,0.82363764
PRUNE1,706233,1.13965E-07,2.11963E-07,0.036972451,0.007949009,0.78372508
PSAP,773854.5,1.11936E-08,2.32857E-08,7.175712207,6.438745841,0.898670043
PSD4,770498,5.18779E-23,5.28764E-22,0.120406271,0.052381701,0.68743133
PSEN1,734129,2.71094E-06,4.33821E-06,0.213608599,0.153841574,0.8077199
PSENEN,722063.5,8.42195E-08,1.58699E-07,0.068401632,0.046706005,0.869008459
PSIP1,741986,4.20247E-16,2.15067E-15,0.089826548,0.02635807,0.660689059
PSMA1,754118,1.3427E-09,3.11581E-09,0.22691065,0.198858638,0.913455824
PSMA2,760261,3.58029E-14,1.4542E-13,0.131332033,0.097068105,0.850085565
PSMA3,729007,7.37153E-09,1.56933E-08,0.080091619,0.058748796,0.879634071
PSMA3-AS1,788409.5,3.1432E-19,2.23579E-18,0.204124964,0.167793122,0.879436196
PSMA4,769257.5,2.04005E-13,7.50974E-13,0.212174818,0.156201908,0.8190917
PSMA5,755633,7.15246E-12,2.18956E-11,0.190710556,0.117037235,0.744132187
PSMA6,730020,3.18673E-06,5.06219E-06,0.118718017,0.123784718,1.023463189
PSMA7,737481.5,7.16322E-05,0.000100084,0.351529462,0.397237616,1.101855704
PSMB1,737990,1.28315E-05,1.91882E-05,0.267539243,0.278436491,1.029874809
PSMB10,793030.5,2.93289E-28,4.48636E-27,0.132491278,0.064169506,0.702581325
PSMB2,786457.5,1.38887E-17,8.34864E-17,0.279923474,0.177629439,0.728769519
PSMB3,710485.5,0.000539447,0.000696485,0.057814665,0.082324244,1.158086342
PSMB4,792330.5,1.25886E-16,6.84124E-16,0.387237775,0.245009379,0.706420099
PSMB5,718353.5,2.08058E-07,3.75917E-07,0.086853143,0.037076587,0.729589393
PSMB6,718258.5,0.000208959,0.000279761,0.101203898,0.127193357,1.130976488
PSMB7,766817,1.60427E-14,6.8054E-14,0.185492747,0.127382164,0.79445691
PSMB8,812649,1.11196E-29,1.86665E-28,0.252942505,0.1168317,0.611297493
PSMB8-AS1,808295.5,1.19093E-38,3.37338E-37,0.254358422,0.054799403,0.432398481
PSMB9,834091,3.6946E-37,9.72977E-36,0.263631293,0.094568189,0.531494042
PSMC1,719725,7.10774E-05,9.93514E-05,0.117114521,0.108540612,0.95999838
PSMC2,712206,0.000122505,0.000167616,0.068190407,0.062001713,0.962586853
PSMC3,714581.5,8.59967E-06,1.30624E-05,0.079286025,0.05082242,0.838742761
PSMC4,703102,0.007993311,0.009413443,0.072453744,0.063837594,0.949220663
PSMC5,723311.5,4.03793E-07,7.05498E-07,0.06816464,0.053624041,0.912082521
PSMC6,780300.5,5.11343E-20,3.92016E-19,0.147449299,0.091970458,0.773253884
